Hospital Name,Address,District ,City,State,Pincode
Hi Tech Eye Hospital ,Kulam Road,Nawanshahr,Nawanshahr,Punjab,144514
Vcare Hospital,Plot No 4 Raksha Enclave Vip Road Zirakpur District Mohali Punjab,Mohali,Zirakpur,Punjab,140603
Choudhary Ent Hospital,"Near Old Sbi, Katra Khazana, Amritsar",Amritsar,Amritsar,Punjab,143001
Malik Eye Care Centre,"Sco 12, Bella Homes Derabassi Distt Sas Nagar",Mohali,Mohali,Punjab,140507
Mehar Hospital (A Unit Of Mehar Mediserve Llp),"Opp Grandeur Marriage Palace, Singhpura Road,Zirakpur, Mohali,",Mohali,Zirakpur,Punjab,140603
Sidhu Medicity Hospital,"Nh54, Dhariwal City Byepass Road, Dhariwal",Gurdaspur,Khunda,Punjab,143519
Dr Raman Goyal Eye And Maternity Hospital,"Old Cantt. Road, Faridkot, Punjab.",Faridkot,Faridkot,Punjab,151203
Chauhan Multispeciality  Trauma Centre,"Pathankot-Amritsar National Highway, Village Kotli Mughlan, Po Jhakolari, Pathankot (Punjab)-145025",Pathankot,Pathankot,Punjab,145001
Florem Hospital ,"Majitha Road Byepass Chowk 
Amritsar",Amritsar,Amritsar,Punjab,143001
G K Hospital,"G K Hospital Opp, Hero Cycle, Oswal Woollen Mill No. 3, G.T. Road ,Ludhiana Punjab",Ludhiana,Ludhiana,Punjab,141003
Jps Multispeciality Hospital,Aliwal Road Batala District Gurdaspur,Gurdaspur,Batala,Punjab,143505
Sai Hospital,Sai Hospital,Rupnagar,Rupnagar,Punjab,140118
Shiv Hospital,Near Rose Cinema G.T. Road Batala,Gurdaspur,Batala,Punjab,143505
Sohal Bone And Joint Hospital,"Opp Essar Petrol Pump, Near Abhi Palace Jalandhar Road Batala",Gurdaspur,Batala,Punjab,143506
Parkash Hospital,"G.T. Road Putlighar,  Amritsar",Amritsar,Amritsar,Punjab,143001
Patiala Heart Institute,"#2, Jagdish Marg",Patiala,Patiala,Punjab,147001
Balaji Hospital,"Saingarh Chowk, Dhangu Road",Pathankot,Pathankot,Punjab,145001
Dr Preets Eye Surgery And Laser Centre,"2331/1 Joshi Nagar, Opposite Toor Hospital,,Main Road Haibowal Kalan  Ludhiana",Ludhiana,Ludhiana,Punjab,141001
Holy Basil Mediclinic,Plot No 139-141 Prime City Landran Road Kharar,Rupnagar,Rupnagar,Punjab,140301
Life Care Hospital,"Khamanon,Near Bus Stand",Fatehgarh Sahib,Fatehgarh Sahib,Punjab,141801
Mahajan Eye Hospital,14 Link Road Lajpat Nagar Jalandhar,Jalandhar,Jalandhar,Punjab,144001
Moga Medicity Superspeciality Hospital,"Barnala Asr Byepass,Asr Road Talwandi Bhangerian, Moga`",Moga,Moga,Punjab,142001
Dev Hospital,"Opposite Rishab Auto, Batala Road Amritsar",Amritsar,Amritsar,Punjab,143001
Genesis Fertility  Surgical Center,"607-L Mall Road, Model Town, Jalandhar",Jalandhar,Jalandhar,Punjab,144003
Mehar Hospital,Banna Road Abchal Nagar Factory Area ,Patiala,Patiala,Punjab,147001
Mittal Hospital,"Gurunanakpura Mohalla , Opp. Bhattan Street, Mehs Gate, Nabha
 Distt. Patiala",Patiala,Nabha,Punjab,147201
Rani Eye Hospital,"Rani Eye Hospital, Opp. New Bus Stand, G .T. Road,",Ludhiana,Khanna,Punjab,141401
Usha Bansal Nursing Home Pvt.Ltd,Kotkapur Road,Muktsar,Muktsar,Punjab,152026
American Spine  Medical Institute,"1-A, Jeevanpreet Nagar, Ferozepur Road,  Ludhiana",Ludhiana,Ludhiana,Punjab,141012
Anupam Hospital,"B-6-1176, Zone A, Shingar Cinema Road, Baba Than Singh Chowk, Harbans Pura, Ludhiana",Ludhiana,Ludhiana,Punjab,141008
Apex Hospital,"Near Rishab Auto,Batala Road, Gpo",Amritsar,Amritsar,Punjab,143001
Bbc Heart Care Pruthi Hospital ,"#301, Lajpat Nagar",Jalandhar,Jalandhar,Punjab,144001
Deep Eye Hospital,"197-A, Tagore Nagar, Tanda Road, Hoshiarpur",Hoshiarpur,Hoshiarpur,Punjab,146001
Gupta Eye Hospital,H No 685 Sector 12A Panchkula,Panchkula,Panchkula,Punjab,134113
Ranjit Hospital,"Near Ganga Building, Putli Nagar, Gt Road",Amritsar,Amritsar,Punjab,143001
Sanjeevan Hospital,"I/S Lahori Gate , Back Side Police Station  D Division,",Amritsar,Amritsar,Punjab,143001
Slg Ortho  Spine Centre,"Scf-29, Sst Nagar Patiala",Patiala,Patiala,Punjab,147001
Smt. Satya Devi Memorial Gupta Hospital ,Bus Stand Road Budhlada,Mansa,Budhlada,Punjab,151502
Uppal Neuro Hospital,"#4, Rani Ka Bagh, Near State Bank Of India",Amritsar,Amritsar,Punjab,143001
Aggarwal Health Care And Eye Hospital,Aggarwal Health Care Eye Hospital Sarabha Nagar Bhadson Road Near Obc Bank Patiala ,Patiala,Patiala,Punjab,147001
Chahal Hospital,"Opposite Dav College, Bibi Wala Road",Bathinda,Bathinda,Punjab,151001
Garg Surgical And Children Hospital,"Gali No. 4 , Shiva Enclave  ,Circular Road ,
   Nabha (Distt  Patiala)
Punjab",Patiala,Nabha,Punjab,147201
Jeevan Multispeciality Hospital And Trauma Centre,Building No. 6-7 (New No.1) Ground Floor Rajwaha Road  Patiala,Patiala,Patiala,Punjab,147001
Maxcare Hospital,"Sundar Nagar, Dhangu Road",Pathankot,Pathankot,Punjab,145001
Shri Sant Ram Memorial Bansal Surgical & Maternity,Amrik Singh Road,Bathinda,Bathinda,Punjab,151001
Dmc Hospital & Trauma Centre,"57, Shaheed Udham Singh Nagar, Opposite Tv Centre, Jalandhar City. 144001",Jalandhar,Jalandhar,Punjab,144001
Dr Paramjit Singh Eye Care Centre,"Dr Paramjit Singh Eye Care Centre, Kishanpura, Nankiana Road, Sangrur",Sangrur,Sangrur,Punjab,148001
"Garg Hospital, Opp. Army Camp, Zira Road, Moga - 142001 (Pb.)","Opp. Army Camp, Zira Road, Moga - 142001",Moga,Moga,Punjab,142001
Madaan Hospital,"Near Nari Niketan, Majitha Road, Amritsar",Amritsar,Amritsar,Punjab,143001
Navjivan Nursing Home ,The Mall,Bathinda,Bathinda,Punjab,151001
Prem Eye And Maternity Hospital,Prem Eye And Maternity Hospital. Anaj Mandi Road .Barnala 148101. Punjab,Barnala,Barnala,Punjab,148101
R G Hospital,40 Feet Namdev Road\\\\Nnear Gurudwara Sahib\\\\N,Bathinda,Bathinda,Punjab,151001
Smt Poonam Soni Memorial Hospital,"Near Police Station, Batala Road, Verka",Amritsar,Amritsar,Punjab,143501
Prabhjot Eye Hospital,"Near Central Bank Of India, Sultanwind Road, Amritsar City ,Amritsar , Sultan Wind Gate , Amritsar , Punjab",Amritsar,Amritsar,Punjab,143102
Jammu Hospital,"Near Sports College, Kapurthala Road",Jalandhar,Jalandhar,Punjab,144001
Vs Multispeciality Hospital,"Batala Road, Amritsar",Amritsar,Amritsar,Punjab,143001
Central Hospital & Maternity Home,"#9-A, Vijay Nagar, Near Football Chowk",Jalandhar,Jalandhar,Punjab,144001
Sanjivani Hospital  Diabesity Research Centre,"Naseeb Enclave, Near Electricity Board Office, Chander Nagar, Haibowal Kalan",Ludhiana,Ludhiana,Punjab,141001
Mind Plus Retreat,"Raul Bridge, Rara Sahib Road, Near Small Hydel Project, Off Ludhiana Byepass, Doraha,",Ludhiana,Ludhiana,Punjab,141421
Apex Hospital Rampura Phul,"Apex Hospital, Nh-07, Barnala Road, Rampura Phul",Bathinda,Bathinda,Punjab,151103
Amandeep Kamal Hospital,"52, Shri Chander Colony",Tarn Taran,Tarn Taran,Punjab,143401
Garg Hospital,"75, Golden Avenue, Hambran Road, Opp. South City, Ludhiana",Ludhiana,Ludhiana,Punjab,141027
Dashmesh Hospital,"#20-B, Dashmesh Colony",Patiala,Rajpura,Punjab,140401
Kiran Eye Care Centre,Near Kalgidhar Gurudwara\Nbarnala Road \Nrampura Phul,Bathinda,Bathinda,Punjab,151001
Bhatia Hospital Neuro And Multispeciality,"Patel Enclave Patiala, Punjab",Patiala,Patiala,Punjab,147001
Dewan Hospital ,"Dewan Hospital & Advanced Laparoscopic, Urology, General & Orthpaedic Surgery Centre, 452/2, Sangat Road, Civil Lines, Ludhiana",Ludhiana,Ludhiana,Punjab,141001
Platinum Nursing Home,"Kkp Road, Gali No.7",Muktsar,Muktsar,Punjab,152026
Dr Karam Singh Memorial Orhopaedic Hospital & Research Centre,"#16, Circular Road, Gpo",Amritsar,Amritsar,Punjab,143001
Cherish Children Hospital,"Midcity Market, Opposite Civil Hospital,Tarn Taran",Tarn Taran,Tarn Taran,Punjab,143401
Navjeevan  Nursing Home,"Sarhali Road Near Adda Mundapind, Tarn Taran",Tarn Taran,Tarn Taran,Punjab,143401
Guru Teg Bhadur Sahib Hospital,"Shastri Nagar, Model Town, Near Bcm School",Ludhiana,Ludhiana,Punjab,141002
Punjab Eye Hospital,Bus Stand Road Near Taraksheel Chowk Barnala,Barnala,Barnala,Punjab,148101
Dhillon Hospital,"Opposite Street No.12, Ajit Road, Bhatinda,Bhatinda",Bathinda,Bathinda,Punjab,151001
Raj Nursing Home,"Shaheed Bhagat Singh Nagar St No. 5, Natt Road  Talwandi Sabo  Bathinda",Bathinda,Bathinda,Punjab,151302
Kartar Kaur Memorial Hospital,"Near Springdale School, Bypass, Fatehgarh Churian Road",Amritsar,Amritsar,Punjab,143001
Atlantis Hospital,"City Enclave, Opp. Railway Workshop, Putligarh- Amritsar(Punjab)",Amritsar,Amritsar,Punjab,143001
"Advance Eye Care Centre, K N Maingi Memorial Hospital Dasuya.","Advance Eye Care Centre ,K N Maingi Memorial Hospital ,
 Miani Road, Kainthan, Dasuya.
Distt. Hoshiarpur. Punjab.",Hoshiarpur,Dasuya,Punjab,144205
Pulse Hospital,"Maqbool Pura Chowk, Mehta Road",Amritsar,Amritsar,Punjab,143001
Shoor Hospital,"#1/S Khazana Gate, Inner Circular Road",Amritsar,Amritsar,Punjab,143001
Sukh Sagar Hospital,"#5, Near Anand Avenue, Makbool Road",Amritsar,Amritsar,Punjab,143001
"Smt  Shanti  Seth  Hospital,  3,  Albert  Road  Amritsar.","3, Albert  Road  ,  Amritsar.  ",Amritsar,Amritsar,Punjab,143001
Mundh Hospital,"Sco -18, District Shopping Centre, Near Kheti Bhawan, Ranjeet Avenue",Amritsar,Amritsar,Punjab,143001
Nirmaljot Eye Hospital,"Near Government Girls School, Mall Road, Gpo",Amritsar,Amritsar,Punjab,143001
Armaan Hospital,188.Adarsh Nagar Near Football Chhowk,Jalandhar,Jalandhar,Punjab,144002
Ganga Ortho Care,"Football Chowk, Jalandhar",Jalandhar,Jalandhar,Punjab,144001
Shree Ram Neuro Centre,"Link Road, Lajpat Nagar, Jalandhar",Jalandhar,Jalandhar,Punjab,144001
C-Zon Hospital,"Sco 426-427, Dera Baba Nanak Road, Old Bus Stand Ajnala City,  Amritsar",Amritsar,Amritsar,Punjab,143102
Shree Radha Krishna Medicity,"2143, Radha Krishna Complex, Batala Road, Amritsar  Distt. Amritsar",Amritsar,Amritsar,Punjab,143001
Pancham Hospitals,"Sco 34-37 Canal Road,Jawadi",Ludhiana,Ludhiana,Punjab,141003
Kosmoss Bone And Joint Centre,215-L Model Town Ludhiana ,Ludhiana,Ludhiana,Punjab,141002
Narendera`S Superspeciality Centre,"Ward No.8, New Colony",Hoshiarpur,Mukerian,Punjab,144211
Kapoor Hospital (Multispeciality Centre),"Sco 16, Vrindavan Garden Coloney, Fatehgarh Churia Road,  Nangli, Amritsar",Amritsar,Amritsar,Punjab,143008
Dr Manilas Surgicity,"Sco-66 District Shopping Centre Ranjit Avenue, Amritsar",Amritsar,Amritsar,Punjab,143001
Simran Hospital & Childcare Centre,"Old Octroi, Near Guru Nanak Dev University Gt Road",Amritsar,Amritsar,Punjab,143001
Shah Hospital Laproscopic And A.R.T. Centre,#593/1 Near Children Traffic Park Model Town,Ludhiana,Ludhiana,Punjab,141002
New Life Hospital(Unit Of Nlh Healthcare Pvt.Ltd),Opp. Guru Nanak Avenue\Nmajitha Road,Amritsar,Amritsar,Punjab,143001
Ranjeet Multispeciality Hospital,"Near Guru Gobind Singh Colony, Chatiwind Chowk, Tarn Taran Road",Amritsar,Amritsar,Punjab,143001
Guramrit Hospital,"Partap Avenue. 
Gt Road.
Amritsar",Amritsar,Amritsar,Punjab,143001
Khurana Eye Care  ( Surya Hospital),Opp Pukhraj Cinema Gt Road Bathinda ,Bathinda,Bathinda,Punjab,151001
Arora Eye Hospital & Retina Centre,"#7-A, Lajpat Nagar, Near Chawala Nursing Home, Link Road",Jalandhar,Jalandhar,Punjab,144001
Rs Gandhi Helping Hands Hospital,"Alawalpur Road, Opposite Office Pawan Kumar Tinu (Mla) Adampur Doaba",Jalandhar,Jalandhar,Punjab,144102
City Hospital,"Majitha Road, Near Mai Bhago College, Amritsar",Amritsar,Amritsar,Punjab,143001
Global Heart & Super Speciality Hospital,"Near Octroi Post, Ferozepur Road",Ludhiana,Ludhiana,Punjab,141012
Kamboj Hospital ,Plot No 4929 New Sunny Enclave Sec 125 Kharar Mohali,Rupnagar,Rupnagar,Punjab,140301
A One Nagi Hospital & Eh Research Center ,"Luham Road  Mudki , Distt.Ferozpur (Punjab)",Firozpur,Firozpur,Punjab,152001
Dashmesh Hospital Unit 1,"Patti Road , Bhikhiwind",Tarn Taran,Blair,Punjab,143303
H.M.C. Hospital,"Cx-348, Model Town Extension, Near Electricity  Board, Ludhiana",Ludhiana,Ludhiana,Punjab,141002
Sukhmani Eye Care And Phaco Centre,"Tehsil Road,Near Madan Public School,Jalalabad",Firozpur,Jalalabad,Punjab,152024
Emc Super Speciality Hospital (Unit-3),"Green Avenue, Beside Income Tax Office",Amritsar,Amritsar,Punjab,143001
Care  Cure Medicity Hospital,"The Mall Road, Batala Road,Amritsar",Amritsar,Amritsar,Punjab,143001
Satyam Hospital  Trauma Centre,"#392, Near Kapurthala Chowk, Adarsh Nagar",Jalandhar,Jalandhar,Punjab,144001
K Deep Nursing Home,"Lig Flats, Biscuit Factory Road, Near Sabzi Mandi, Guru Arjan Dev Nagar ,Samrala Chowk",Ludhiana,Ludhiana,Punjab,141001
Arora Hospital,Tehsil Road,Patiala,Samana,Punjab,147101
"Emergency Medical Care Hospital (Emc Group Of Hospital, Unit-I)","Shakti Nagar, Inside Lahori Gate",Amritsar,Amritsar,Punjab,143001
Gurnoor Hospital,"#291, Ranjit Nagar, Road, Batala",Gurdaspur,Gurdaspur,Punjab,143516
Narula Orthopaedic Hospital,Nakodar Road,Kapurthala,Phagwara,Punjab,144402
Bibi Kaulan Ji Hospital,"Ajnala Road, Opposite Axis Bank",Gurdaspur,Batala,Punjab,143602
Guru Mehar Hospital,"Vill. Nagoke, Khadoor Sahib, Tehsil Tarn Tarn",Tarn Taran,Tarn Taran,Punjab,143117
Handa Neuro Hospital,"Ohri Hospital Complex, Opposite Tv Centre, Mahavir Marg, Udham Singh Nagar",Jalandhar,Jalandhar,Punjab,144001
Suman Hospital,"#537, Model Town, Near Hotel Fortune Klassik",Ludhiana,Ludhiana,Punjab,141002
Osmed Healthcare Multi Speciality Hospital (A Unit Of Osmed Healthcare Llp),Lohgrah Road Defence Enclave Zirakpur District Mohali Punjab,Mohali,Zirakpur,Punjab,140603
Sareen Hospital,"Sandhu Avenue, Near Auto Piston, Batala Road",Amritsar,Amritsar,Punjab,143001
Bindi Nursing Home,"#112, Ajit Nagar",Patiala,Patiala,Punjab,147001
Savera Hospital (A Unit Of Sant Netralya),"Amritsar Raod, Vpo Landeke",Moga,Moga,Punjab,142001
Cancer Centers Of America,"Sps Hospital Compound, Grand Trunk Rd, Sherpur Chowk, Sherpur, Ludhiana, Punjab",Ludhiana,Ludhiana,Punjab,141001
Sandhu Prime Multispeciality Hospital,"Old Batala G.T. Road Near Veterinary Hospital Vpo Kathunangal Tehsil Majitha,  Amritsar",Amritsar,Amritsar,Punjab,143502
Guru Kirpa Hospital,Near Petrol Pump G.T Road Adda Khasa Amritsar,Amritsar,Amritsar,Punjab,143106
Aashakiran Fertility World,"Sco 63-64, Gillco Valley, Kharar, Mohali",Ropar,Rupnagar,Punjab,140301
Sidhu Hospital,"Mattewal Boparai Road, Adda Tahli Sahib, Amritsar",Amritsar,Amritsar,Punjab,143119
Biala Orthopaedics And Multispeciality Hospital,"54-A, Hukum Singh Road, Bhavan'S Sl Public School Lane",Amritsar,Amritsar,Punjab,143001
Multani Plastic Surgery Centre,"Sco 97, Urban Estate Phase Ii, Jalandhar",Jalandhar,Jalandhar,Punjab,144022
Baweja Eye Hospital,"Milap Chowk
City: Jalandhar
District: Jalandhar
State:Punjab
Pin: 144001
India",Jalandhar,Jalandhar,Punjab,144001
Gupta Multispeciality Hospital,Sant Avenue,Amritsar,Amritsar,Punjab,143001
New Hope Stones And Fertility Clinic,"S.C.O. 99, Urban Estate ,Phase - 2 , Jalandhar , Punjab",Jalandhar,Jalandhar,Punjab,144022
Dr Rajan Eyecare Hospital,"Guru Hargobind Nagar, Phagwara, Distt-Kapurthala        Punjab",Kapurthala,Phagwara,Punjab,144401
Eshraj Hospital Navdeep Surgical Centre,"Nh1 - Samrala Rd, Bija",Ludhiana,Khanna,Punjab,141412
Sandhu Lifecare Hospital,"#212, Ranjit Pura, Gt Road, Chheharta Chowk",Amritsar,Amritsar,Punjab,143001
Neurociti Hospiatal(A Unit Of Bansal Neuro Centre),"B-Xx/2034, Gobind Nagar, Near Hotel Onn,Ludhiana",Ludhiana,Ludhiana,Punjab,141001
Doaba Hospital,"#320, Near Nakodar Chowk, Lajpat Nagar",Jalandhar,Jalandhar,Punjab,144001
Satkarman Super Speciality Hospital,Valmiki Chowk Putlighar Gt Road Amritsar,Amritsar,Amritsar,Punjab,143001
Gurmehar Hospital,"Vill- Chamyari, Near Gurudwara Baba Banda Singh Bahadur, Dhariwal Road , Tera Kalan , Amritsar , Punjab",Amritsar,Amritsar,Punjab,143102
Dasmesh Healthcare Hospital,P-3A Guru Hargobind Nagar Near Bela Chownk Ropar,Rupnagar,Rupnagar,Punjab,140001
Mrs Khushbir Kalra S Memorial Hospital,"#13, Ajit Nagar",Amritsar,Amritsar,Punjab,143001
Sehgal Nursing Home,"Gali No 14Haripura , Dhapai Road  , Amritsar",Amritsar,Amritsar,Punjab,143001
Hps Eye Hospital,"Gill Road, Opp. Gne College Main Gate, Punjab 141006",Ludhiana,Ludhiana,Punjab,141006
Batala Hospital,"Dera Baba Nanak Road, Shukerpura",Gurdaspur,Batala,Punjab,143505
Vardaan Hospital,"#937 Hig, Jamalpur Colony, Metro Road, Near Water Tank",Ludhiana,Ludhiana,Punjab,141010
Dr. Jyotis Hospital- Eye And Child Care,"#35, M S Enclave Dhakoli, Zirakpur, Mohali,",Mohali,Dhakaoli,Punjab,160104
Dr. Ritu Nursing Home,"# 5 B/S Daily Needs , Guru Nanak Wara , Amritsar",Amritsar,Amritsar,Punjab,143001
Mann Mediciti,Adda Khambra Near Tv Tower  Nakodar Road Jalandhar ,Jalandhar,Jalandhar,Punjab,144003
Universal Hospital And Trauma Centre,"Near Una By Pass Chandigarh Road ,Aslamabad ,Hoshiarpur",Hoshiarpur,Hoshiarpur,Punjab,146001
Dr Pawans Hospital,Bhikhi Road,Mansa,Mansa,Punjab,151502
Lions Eye Care Centre,Gaushala Road Jaitu District Faridkot,Faridkot,Faridkot,Punjab,151202
Neelkanth Hospital,"Fathegarh Churian Road, Bypass Near Spring Dale School, Chand Avenue",Amritsar,Amritsar,Punjab,143001
Pragma Hospital,Bhatti Road,Bathinda,Bathinda,Punjab,151001
Vinod Hospital,"Sco - 9 -10, Sector - 126, Mohali, Chajju Majra Colony, Kharar",Rupnagar,Kharar,Punjab,140301
Dhaliwal Hospital,"Batala Road, Near Government Dental College",Amritsar,Amritsar,Punjab,143001
Sukhveen Hospital,Hira Bagh Street No 6 Near Old Patwar Bhawan Jagraon,Ludhiana,Jagraon,Punjab,142026
Dr Harpreet Singh Liver& Digestive Diseases Centre,Mall Road,Amritsar,Amritsar,Punjab,143001
S B Dr Sohan Singh Eye Hospital,"Chowk Farid, Katra Sher Singh, Hall Bazar",Amritsar,Amritsar,Punjab,143006
Sachar Hospital And  Maternity Home,"Adjoining Food Bazar, Madan Flour Mill Chowk, Near Central Town  ,Jalandhar, Jalandhari",Jalandhar,Jalandhar,Punjab,144001
Nephrocare Health Services Pvt Ltd-Jalandhar,"Garha Road, Jalandhar,\Npunjab &Ndash; 144001",Jalandhar,Jalandhar,Punjab,144001
"Nephrocare Health Service Pvt Ltd-Ludhiana Captive,Punjab","C/O. Nephroplus Dialysis Center, Satguru Partap Singh Apollo Hospitals Grand Trunk Road, Sherpur Chowk, Sherpur",Ludhiana,Ludhiana,Punjab,141001
"Nephrocare Health Service Pvt Ltd-Pathankot, Punjab","C/O. Nephroplus Dialysis Center, Amandeep Hospital, Dalhousie Road, Mamun,",Pathankot,Pathankot,Punjab,145001
"Nephrocare Health Service Pvt Ltd-Ferozepur, Punjab","C/O.Nephroplus Dialysis Center, Anil Baghi Hospital, Model Town,",Firozpur,Firozpur,Punjab,152002
"Nephrocare Health Service Pvt Ltd-Phase 4, Mohali","C/O.Nephroplus Dialysis Center,Cheema Medical Complex, Phase 4, Sas Nagar, Nearest Landmark-Telephoneexchange, Sahibzada Ajit Singh Nagar,",Mohali,Mohali,Punjab,160059
"Nephrocare Health Service Pvt Ltd-Mota Singh Road, Nawanshahr","C/O Nephroplus Dialysis Center, Raja Diagnostic Center And Hospital,Mota Singh Road, Near Civil Surgeon Office,Sirsa Colony",Nawanshahr,Nawanshahr,Punjab,144514
"Nephrocare Health Service Pvt Ltd-Gharuan, Mohali","C/O. Nephroplus Dialysis Center, Healthsure Multispeciality Hospital, Nh-95, Chandigarh, Ludhiana Road Highway,Gharuan",Rupnagar,Gharuan,Punjab,140413
"Nephroplus Dialysis Center-Sps Ludhiana Standalone,Punjab",,Ludhiana,Ludhiana,Punjab,141114
"Nephroplus Dialysis Center-It Office Road, Patiala",,Patiala,Patiala,Punjab,147111
Hartej Hospital,"A-290-292, Ranjit Avenue, A-Block, Kutchery",Amritsar,Amritsar,Punjab,143001
Josan  Multispeciality Hospital,"Maoboolpura, Mehta Road",Amritsar,Amritsar,Punjab,143001
Parhar Hospital,"371, Guru Hargobind Nagar Phagwara",Kapurthala,Phagwara,Punjab,144401
Baba Deep Singh Hospital,Aliwal Road,Gurdaspur,Batala,Punjab,143505
Apex Hospital & Maternity Home,"#520&521, Near Guru Nanak Chowk, New Jawahar Nagar",Jalandhar,Jalandhar,Punjab,144001
Anil Baghi Hospital,Anil Bhagi Road,Firozpur,Firozpur,Punjab,152002
S K Hospital,"100-101,Palam Vihar, Majitha Fatehgarh Churian Bypass, Amritsar",Amritsar,Amritsar,Punjab,143001
Prabha Hospital,"Old Dusehra Road, Opp. Ram Ganj Gali No. 2, Moga",Moga,Moga,Punjab,142001
Adesh Institute Of Medical Science & Research,"Barnala Road, Kachi Bhucho, Bathinda",Bathinda,Bathinda,Punjab,151001
Rippan Hospital,"Ramdas Road, Ajnala",Amritsar,Amritsar,Punjab,143001
Mittal Hospital,"Nr. M.C.Office,
Barnala",Barnala,Barnala,Punjab,148101
Dr. Manpreet'S Global Eye Hospital,"Scf 36, Opp. Gurudwara Singh Sabha, S.S.T. Nagar, Rajpura Road, Patiala",Patiala,Patiala,Punjab,147001
Grecian Super Specialty Hospital,"Sector-69, Opposite Village Kumbhra, Sas Nagar, Chandigarh",Mohali,Mohali,Punjab,160062
Rajeev Eye Hospital,Sco 7 Jamuna Apartments Kharar- Kurali Road,Rupnagar,Rupnagar,Punjab,140301
Delhi Nursing Home,Bibiwala Road,Bathinda,Bathinda,Punjab,151001
Amandeep Hospital Pathankot,"Dalhousie Road, Mamoon, Pathankot ",Pathankot,Pathankot,Punjab,145001
Mata Kaulan Ji Mission Hospital,"100 Feet Road, Gpo",Amritsar,Amritsar,Punjab,143001
Vian Multispeciality Hospital,"Anarkali Road, Batala , Distt. Gurdaspur",Gurdaspur,Batala,Punjab,143505
Amandeep Medicity ,"361, Mall Road ",Amritsar,Amritsar,Punjab,143001
Nayyar Heart Institute And Super Speciality Hospital,"#3, Lawrence Road Extension, Dasondha Singh Road, Gpo",Amritsar,Amritsar,Punjab,143001
Asg Hospital Pvt. Ltd.,"Plot No. 98, Malhar Cinema Road, B - Block, Sarabha Nagar, Ludhiana",Ludhiana,Ludhiana,Punjab,141001
Asg Hospital Pvt. Ltd.,"Mukut House Mall Road Opp Company Bagh, Lawrence Road",Amritsar,Amritsar,Punjab,143001
Dr. Punjs Artemis Hospital,"890-8, Circular Road, Near Medical College",Amritsar,Amritsar,Punjab,143001
Sidana Multispeciality Hospital,Ram Tirath Road Khiala Khurd Amritsar,Amritsar,Amritsar,Punjab,143109
